lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
141297,TikTok,2024-08-15,Não Convertido,,0.0,Agressivo,Moldova
141298,E-mail Marketing,2024-08-12,Convertido,15.0,7184.71,Conservador,Iraq
141299,YouTube Ads,2024-08-13,Não Convertido,,0.0,Conservador,Timor-Leste
141300,TikTok,2024-08-17,Não Convertido,,0.0,Moderado,Congo
141301,Orgânico,2024-08-16,Não Convertido,,0.0,Moderado,Montserrat
141302,Instagram,2024-08-12,Não Convertido,,0.0,Agressivo,Norfolk Island
141303,Orgânico,2024-08-15,Não Convertido,,0.0,Agressivo,Montserrat
141304,TikTok,2024-08-17,Não Convertido,,0.0,Moderado,Norway
141305,Orgânico,2024-08-15,Não Convertido,,0.0,Agressivo,Cameroon
141306,Google Ads,2024-08-15,Não Convertido,,0.0,Moderado,Oman
141307,Google Ads,2024-08-17,Não Convertido,,0.0,Agressivo,Jordan
141308,Orgânico,2024-08-13,Não Convertido,,0.0,Agressivo,Gabon
141309,Google Ads,2024-08-17,Não Convertido,,0.0,Conservador,Nauru
141310,Orgânico,2024-08-15,Convertido,9.0,9084.91,Agressivo,Benin
141311,WhatsApp,2024-08-12,Não Convertido,,0.0,Agressivo,Anguilla
141312,Orgânico,2024-08-12,Não Convertido,,0.0,Conservador,Romania
141313,WhatsApp,2024-08-15,Não Convertido,,0.0,Moderado,Cambodia
141314,Facebook,2024-08-17,Não Convertido,,0.0,Moderado,Anguilla
141315,Instagram,2024-08-15,Não Convertido,,0.0,Moderado,Myanmar
141316,Facebook,2024-08-17,Não Convertido,,0.0,Moderado,Ghana
141317,Google Ads,2024-08-15,Não Convertido,,0.0,Moderado,Honduras
141318,Facebook,2024-08-13,Não Convertido,,0.0,Conservador,Netherlands
141319,TikTok,2024-08-15,Não Convertido,,0.0,Conservador,Tanzania
141320,TikTok,2024-08-12,Não Convertido,,0.0,Conservador,Macao
141321,Facebook,2024-08-14,Não Convertido,,0.0,Agressivo,El Salvador
141322,Orgânico,2024-08-13,Não Convertido,,0.0,Conservador,Tonga
141323,Instagram,2024-08-17,Não Convertido,,0.0,Moderado,Netherlands Antilles
141324,Facebook,2024-08-16,Não Convertido,,0.0,Conservador,Namibia
141325,Google Ads,2024-08-17,Não Convertido,,0.0,Agressivo,Tanzania
141326,Orgânico,2024-08-16,Não Convertido,,0.0,Moderado,Bahrain
141327,Facebook,2024-08-13,Não Convertido,,0.0,Moderado,Turks and Caicos Islands
141328,Instagram,2024-08-13,Não Convertido,,0.0,Conservador,Nicaragua
141329,TikTok,2024-08-13,Não Convertido,,0.0,Agressivo,Uganda
141330,TikTok,2024-08-12,Não Convertido,,0.0,Desconhecido,Reunion
141331,Facebook,2024-08-13,Não Convertido,,0.0,Agressivo,Bulgaria
141332,Instagram,2024-08-14,Não Convertido,,0.0,Moderado,Croatia
141333,Orgânico,2024-08-16,Não Convertido,,0.0,Moderado,Ethiopia
141334,WhatsApp,2024-08-12,Não Convertido,,0.0,Moderado,Sudan
141335,Orgânico,2024-08-17,Não Convertido,,0.0,Agressivo,Cayman Islands
141336,Facebook,2024-08-17,Não Convertido,,0.0,Agressivo,Malaysia
141337,YouTube Ads,2024-08-16,Não Convertido,,0.0,Conservador,South Georgia and the South Sandwich Islands
141338,E-mail Marketing,2024-08-12,Não Convertido,,0.0,Moderado,Argentina
141339,Indicação,2024-08-15,Não Convertido,,0.0,Agressivo,Saint Martin
141340,Orgânico,2024-08-13,Não Convertido,,0.0,Moderado,Botswana
141341,Orgânico,2024-08-12,Não Convertido,,0.0,Moderado,Russian Federation
141342,TikTok,2024-08-16,Não Convertido,,0.0,Moderado,Guinea
141343,TikTok,2024-08-14,Não Convertido,,0.0,Moderado,Uruguay
141344,Indicação,2024-08-14,Não Convertido,,0.0,Agressivo,Rwanda
141345,Google Ads,2024-08-12,Não Convertido,,0.0,Moderado,Tunisia
141346,Facebook,2024-08-13,Não Convertido,,0.0,Moderado,Honduras
141347,YouTube Ads,2024-08-14,Não Convertido,,0.0,Agressivo,Myanmar
141348,Instagram,2024-08-14,Não Convertido,,0.0,Desconhecido,Mauritius
141349,WhatsApp,2024-08-12,Não Convertido,,0.0,Desconhecido,Cyprus
141350,Orgânico,2024-08-17,Não Convertido,,0.0,Desconhecido,Luxembourg
141351,YouTube Ads,2024-08-14,Não Convertido,,0.0,Moderado,Oman
141352,TikTok,2024-08-16,Não Convertido,,0.0,Conservador,Grenada
141353,Instagram,2024-08-17,Não Convertido,,0.0,Moderado,Tajikistan
