lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
70753,Google Ads,2024-02-07,Não Convertido,,0.0,Agressivo,Botswana
70754,Orgânico,2024-02-09,Não Convertido,,0.0,Agressivo,Slovenia
70755,WhatsApp,2024-02-07,Não Convertido,,0.0,Agressivo,Mauritius
70756,Instagram,2024-02-10,Não Convertido,,0.0,Agressivo,Ghana
70757,E-mail Marketing,2024-02-05,Não Convertido,,0.0,Agressivo,Greenland
70758,YouTube Ads,2024-02-08,Não Convertido,,0.0,Moderado,Gambia
70759,TikTok,2024-02-05,Não Convertido,,0.0,Moderado,Dominica
70760,Instagram,2024-02-08,Não Convertido,,0.0,Moderado,Aruba
70761,Instagram,2024-02-05,Não Convertido,,0.0,Moderado,Pitcairn Islands
70762,E-mail Marketing,2024-02-09,Não Convertido,,0.0,Conservador,Niue
70763,Facebook,2024-02-07,Não Convertido,,0.0,Moderado,Slovakia (Slovak Republic)
70764,E-mail Marketing,2024-02-07,Não Convertido,,0.0,Moderado,Christmas Island
70765,Facebook,2024-02-10,Não Convertido,,0.0,Moderado,Bulgaria
70766,Orgânico,2024-02-10,Não Convertido,,0.0,Conservador,Liechtenstein
70767,Facebook,2024-02-06,Não Convertido,,0.0,Moderado,Bulgaria
70768,Orgânico,2024-02-09,Não Convertido,,0.0,Agressivo,British Virgin Islands
70769,YouTube Ads,2024-02-05,Não Convertido,,0.0,Moderado,Bahamas
70770,WhatsApp,2024-02-05,Convertido,5.0,3202.63,Moderado,Gibraltar
70771,Orgânico,2024-02-06,Não Convertido,,0.0,Conservador,Trinidad and Tobago
70772,YouTube Ads,2024-02-08,Convertido,14.0,9271.03,Desconhecido,Chad
70773,Google Ads,2024-02-05,Não Convertido,,0.0,Moderado,Cuba
70774,Indicação,2024-02-10,Não Convertido,,0.0,Conservador,Congo
70775,Instagram,2024-02-06,Não Convertido,,0.0,Moderado,Timor-Leste
70776,Google Ads,2024-02-05,Não Convertido,,0.0,Conservador,Grenada
70777,Instagram,2024-02-07,Não Convertido,,0.0,Moderado,Albania
70778,TikTok,2024-02-09,Não Convertido,,0.0,Moderado,Andorra
70779,TikTok,2024-02-05,Convertido,11.0,7798.59,Moderado,Algeria
70780,YouTube Ads,2024-02-05,Não Convertido,,0.0,Agressivo,Armenia
70781,YouTube Ads,2024-02-06,Não Convertido,,0.0,Moderado,Estonia
70782,TikTok,2024-02-10,Não Convertido,,0.0,Agressivo,Gibraltar
70783,Instagram,2024-02-05,Não Convertido,,0.0,Agressivo,French Polynesia
70784,Orgânico,2024-02-06,Não Convertido,,0.0,Moderado,Cape Verde
70785,Instagram,2024-02-06,Não Convertido,,0.0,Moderado,Nauru
70786,YouTube Ads,2024-02-05,Não Convertido,,0.0,Desconhecido,Poland
70787,Indicação,2024-02-10,Não Convertido,,0.0,Moderado,Tuvalu
70788,Indicação,2024-02-07,Não Convertido,,0.0,Agressivo,Honduras
70789,Indicação,2024-02-06,Não Convertido,,0.0,Agressivo,Bahrain
70790,Google Ads,2024-02-05,Não Convertido,,0.0,Moderado,Korea
70791,Google Ads,2024-02-05,Não Convertido,,0.0,Agressivo,United States of America
70792,Indicação,2024-02-09,Não Convertido,,0.0,Conservador,Faroe Islands
70793,E-mail Marketing,2024-02-06,Não Convertido,,0.0,Agressivo,Vanuatu
70794,Orgânico,2024-02-08,Não Convertido,,0.0,Moderado,Norway
70795,Orgânico,2024-02-10,Não Convertido,,0.0,Agressivo,Holy See (Vatican City State)
70796,Indicação,2024-02-08,Não Convertido,,0.0,Desconhecido,Eritrea
70797,Orgânico,2024-02-09,Não Convertido,,0.0,Agressivo,Belarus
70798,WhatsApp,2024-02-06,Não Convertido,,0.0,Moderado,Italy
70799,Indicação,2024-02-09,Não Convertido,,0.0,Conservador,Albania
70800,TikTok,2024-02-09,Convertido,30.0,5032.97,Agressivo,Anguilla
70801,TikTok,2024-02-10,Não Convertido,,0.0,Desconhecido,Christmas Island
70802,Orgânico,2024-02-06,Não Convertido,,0.0,Agressivo,Tokelau
70803,TikTok,2024-02-10,Não Convertido,,0.0,Conservador,Marshall Islands
70804,Google Ads,2024-02-09,Não Convertido,,0.0,Agressivo,Dominican Republic
70805,Orgânico,2024-02-10,Não Convertido,,0.0,Agressivo,Guinea
70806,Orgânico,2024-02-07,Não Convertido,,0.0,Desconhecido,Korea
70807,Instagram,2024-02-09,Não Convertido,,0.0,Agressivo,Cayman Islands
70808,YouTube Ads,2024-02-07,Não Convertido,,0.0,Moderado,Palau
