lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
79902,Orgânico,2024-03-09,Não Convertido,,0.0,Agressivo,Papua New Guinea
79903,Indicação,2024-03-07,Não Convertido,,0.0,Conservador,Guyana
79904,YouTube Ads,2024-03-06,Não Convertido,,0.0,Conservador,French Polynesia
79905,E-mail Marketing,2024-03-07,Não Convertido,,0.0,Desconhecido,Nepal
79906,TikTok,2024-03-07,Não Convertido,,0.0,Moderado,Sri Lanka
79907,TikTok,2024-03-06,Não Convertido,,0.0,Desconhecido,Australia
79908,Instagram,2024-03-09,Não Convertido,,0.0,Moderado,Croatia
79909,Instagram,2024-03-05,Não Convertido,,0.0,Conservador,Niue
79910,Orgânico,2024-03-09,Não Convertido,,0.0,Moderado,United States Minor Outlying Islands
79911,Google Ads,2024-03-08,Não Convertido,,0.0,Moderado,Norway
79912,Indicação,2024-03-08,Não Convertido,,0.0,Agressivo,Bulgaria
79913,WhatsApp,2024-03-05,Não Convertido,,0.0,Agressivo,Kazakhstan
79914,E-mail Marketing,2024-03-09,Não Convertido,,0.0,Moderado,Samoa
79915,Orgânico,2024-03-08,Não Convertido,,0.0,Moderado,Sudan
79916,WhatsApp,2024-03-05,Não Convertido,,0.0,Agressivo,Japan
79917,TikTok,2024-03-04,Não Convertido,,0.0,Agressivo,Congo
79918,Google Ads,2024-03-08,Não Convertido,,0.0,Moderado,Philippines
79919,TikTok,2024-03-09,Não Convertido,,0.0,Agressivo,American Samoa
79920,Google Ads,2024-03-04,Não Convertido,,0.0,Agressivo,Maldives
79921,TikTok,2024-03-07,Não Convertido,,0.0,Moderado,Aruba
79922,Facebook,2024-03-08,Não Convertido,,0.0,Moderado,Gibraltar
79923,Google Ads,2024-03-08,Não Convertido,,0.0,Desconhecido,Portugal
79924,YouTube Ads,2024-03-09,Não Convertido,,0.0,Moderado,Austria
79925,WhatsApp,2024-03-07,Não Convertido,,0.0,Moderado,Kiribati
79926,WhatsApp,2024-03-09,Não Convertido,,0.0,Agressivo,Mauritius
79927,E-mail Marketing,2024-03-04,Não Convertido,,0.0,Moderado,Germany
79928,Facebook,2024-03-06,Não Convertido,,0.0,Agressivo,Eritrea
79929,WhatsApp,2024-03-04,Não Convertido,,0.0,Desconhecido,Tonga
79930,Instagram,2024-03-05,Não Convertido,,0.0,Conservador,Bangladesh
79931,Orgânico,2024-03-09,Não Convertido,,0.0,Agressivo,Norway
79932,Instagram,2024-03-09,Não Convertido,,0.0,Moderado,Myanmar
79933,E-mail Marketing,2024-03-06,Não Convertido,,0.0,Desconhecido,Malawi
79934,Orgânico,2024-03-06,Não Convertido,,0.0,Moderado,Taiwan
79935,Facebook,2024-03-05,Não Convertido,,0.0,Moderado,Anguilla
79936,E-mail Marketing,2024-03-04,Não Convertido,,0.0,Agressivo,Saint Barthelemy
79937,YouTube Ads,2024-03-04,Não Convertido,,0.0,Moderado,Spain
79938,Facebook,2024-03-05,Não Convertido,,0.0,Moderado,Kuwait
79939,Orgânico,2024-03-08,Não Convertido,,0.0,Moderado,Haiti
79940,Orgânico,2024-03-06,Não Convertido,,0.0,Agressivo,United States Minor Outlying Islands
79941,Instagram,2024-03-08,Não Convertido,,0.0,Moderado,Timor-Leste
79942,Facebook,2024-03-07,Não Convertido,,0.0,Moderado,Iceland
79943,Orgânico,2024-03-07,Não Convertido,,0.0,Agressivo,United Arab Emirates
79944,Orgânico,2024-03-06,Não Convertido,,0.0,Agressivo,Saint Kitts and Nevis
79945,Orgânico,2024-03-08,Não Convertido,,0.0,Conservador,Hungary
79946,Orgânico,2024-03-07,Não Convertido,,0.0,Agressivo,Angola
79947,Facebook,2024-03-07,Não Convertido,,0.0,Agressivo,Mozambique
79948,TikTok,2024-03-09,Não Convertido,,0.0,Agressivo,Senegal
79949,WhatsApp,2024-03-05,Não Convertido,,0.0,Moderado,Senegal
79950,YouTube Ads,2024-03-04,Não Convertido,,0.0,Moderado,Lesotho
79951,Orgânico,2024-03-07,Não Convertido,,0.0,Moderado,Thailand
79952,Instagram,2024-03-08,Não Convertido,,0.0,Desconhecido,Macao
79953,Orgânico,2024-03-07,Não Convertido,,0.0,Agressivo,Honduras
79954,Google Ads,2024-03-05,Não Convertido,,0.0,Agressivo,China
79955,Instagram,2024-03-06,Não Convertido,,0.0,Agressivo,Seychelles
79956,Facebook,2024-03-06,Não Convertido,,0.0,Moderado,Belize
79957,Instagram,2024-03-09,Não Convertido,,0.0,Moderado,Liechtenstein
79958,TikTok,2024-03-04,Não Convertido,,0.0,Desconhecido,Aruba
79959,E-mail Marketing,2024-03-05,Não Convertido,,0.0,Moderado,Sao Tome and Principe
79960,E-mail Marketing,2024-03-09,Não Convertido,,0.0,Moderado,Kenya
79961,E-mail Marketing,2024-03-04,Não Convertido,,0.0,Conservador,Svalbard & Jan Mayen Islands
79962,WhatsApp,2024-03-04,Não Convertido,,0.0,Desconhecido,India
79963,Google Ads,2024-03-09,Não Convertido,,0.0,Conservador,Tajikistan
79964,Orgânico,2024-03-09,Não Convertido,,0.0,Moderado,Micronesia
79965,Orgânico,2024-03-05,Não Convertido,,0.0,Agressivo,Guatemala
79966,Instagram,2024-03-04,Não Convertido,,0.0,Desconhecido,Austria
79967,Instagram,2024-03-05,Não Convertido,,0.0,Moderado,Tuvalu
79968,Orgânico,2024-03-08,Não Convertido,,0.0,Conservador,New Caledonia
79969,E-mail Marketing,2024-03-09,Não Convertido,,0.0,Moderado,Luxembourg
79970,Google Ads,2024-03-05,Não Convertido,,0.0,Agressivo,Saudi Arabia
79971,Instagram,2024-03-06,Não Convertido,,0.0,Conservador,Zambia
79972,Google Ads,2024-03-08,Não Convertido,,0.0,Conservador,Luxembourg
79973,WhatsApp,2024-03-09,Não Convertido,,0.0,Moderado,Macao
79974,Instagram,2024-03-05,Não Convertido,,0.0,Desconhecido,Brazil
79975,E-mail Marketing,2024-03-05,Não Convertido,,0.0,Conservador,Dominica
79976,Facebook,2024-03-07,Não Convertido,,0.0,Agressivo,Faroe Islands
79977,Orgânico,2024-03-08,Não Convertido,,0.0,Conservador,British Virgin Islands
79978,Instagram,2024-03-07,Não Convertido,,0.0,Agressivo,Ecuador
79979,Orgânico,2024-03-05,Não Convertido,,0.0,Conservador,Jordan
79980,TikTok,2024-03-07,Não Convertido,,0.0,Agressivo,Austria
79981,Facebook,2024-03-05,Convertido,22.0,2354.53,Moderado,Colombia
79982,Google Ads,2024-03-09,Não Convertido,,0.0,Agressivo,Azerbaijan
79983,Instagram,2024-03-08,Não Convertido,,0.0,Conservador,El Salvador
79984,Facebook,2024-03-07,Não Convertido,,0.0,Moderado,Pakistan
79985,Orgânico,2024-03-09,Não Convertido,,0.0,Moderado,Marshall Islands
79986,Orgânico,2024-03-05,Não Convertido,,0.0,Moderado,Saint Barthelemy
79987,TikTok,2024-03-04,Não Convertido,,0.0,Moderado,Korea
79988,E-mail Marketing,2024-03-09,Não Convertido,,0.0,Agressivo,Barbados
79989,Instagram,2024-03-05,Não Convertido,,0.0,Desconhecido,Papua New Guinea
79990,YouTube Ads,2024-03-05,Não Convertido,,0.0,Moderado,Equatorial Guinea
79991,TikTok,2024-03-04,Convertido,3.0,4425.3,Agressivo,Belize
79992,YouTube Ads,2024-03-08,Não Convertido,,0.0,Conservador,Saint Kitts and Nevis
79993,Instagram,2024-03-08,Não Convertido,,0.0,Moderado,Puerto Rico
79994,YouTube Ads,2024-03-04,Não Convertido,,0.0,Conservador,Guernsey
79995,Facebook,2024-03-05,Não Convertido,,0.0,Moderado,Poland
79996,E-mail Marketing,2024-03-07,Não Convertido,,0.0,Moderado,Antigua and Barbuda
79997,WhatsApp,2024-03-06,Não Convertido,,0.0,Moderado,Yemen
79998,WhatsApp,2024-03-06,Não Convertido,,0.0,Agressivo,Russian Federation
79999,E-mail Marketing,2024-03-07,Não Convertido,,0.0,Agressivo,Morocco
80000,Google Ads,2024-03-08,Não Convertido,,0.0,Agressivo,Western Sahara
80001,Google Ads,2024-03-06,Não Convertido,,0.0,Desconhecido,Portugal
80002,E-mail Marketing,2024-03-04,Não Convertido,,0.0,Moderado,Belgium
80003,YouTube Ads,2024-03-07,Não Convertido,,0.0,Agressivo,Korea
80004,Orgânico,2024-03-09,Não Convertido,,0.0,Desconhecido,United States Virgin Islands
80005,Google Ads,2024-03-06,Não Convertido,,0.0,Moderado,Honduras
