lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
47929,Facebook,2023-11-24,Não Convertido,,0.0,Conservador,Italy
47930,TikTok,2023-11-21,Não Convertido,,0.0,Moderado,Chile
47931,TikTok,2023-11-21,Não Convertido,,0.0,Moderado,Malta
47932,Instagram,2023-11-25,Não Convertido,,0.0,Agressivo,Wallis and Futuna
47933,WhatsApp,2023-11-21,Não Convertido,,0.0,Moderado,Netherlands
47934,Instagram,2023-11-23,Não Convertido,,0.0,Conservador,Georgia
47935,WhatsApp,2023-11-25,Não Convertido,,0.0,Agressivo,United States of America
47936,Instagram,2023-11-22,Não Convertido,,0.0,Agressivo,Trinidad and Tobago
47937,YouTube Ads,2023-11-23,Não Convertido,,0.0,Moderado,Papua New Guinea
47938,WhatsApp,2023-11-23,Não Convertido,,0.0,Moderado,Lesotho
47939,TikTok,2023-11-20,Não Convertido,,0.0,Moderado,Honduras
47940,E-mail Marketing,2023-11-21,Não Convertido,,0.0,Agressivo,Bahrain
47941,E-mail Marketing,2023-11-25,Não Convertido,,0.0,Moderado,Denmark
47942,Facebook,2023-11-20,Não Convertido,,0.0,Conservador,Niger
47943,Instagram,2023-11-24,Não Convertido,,0.0,Agressivo,Congo
47944,YouTube Ads,2023-11-25,Convertido,25.0,7742.29,Agressivo,Saint Vincent and the Grenadines
47945,Instagram,2023-11-25,Não Convertido,,0.0,Agressivo,Nigeria
47946,TikTok,2023-11-25,Não Convertido,,0.0,Agressivo,Equatorial Guinea
47947,Instagram,2023-11-23,Não Convertido,,0.0,Moderado,Iraq
47948,WhatsApp,2023-11-23,Não Convertido,,0.0,Moderado,Luxembourg
47949,Google Ads,2023-11-23,Não Convertido,,0.0,Agressivo,French Guiana
47950,Orgânico,2023-11-22,Não Convertido,,0.0,Agressivo,Puerto Rico
47951,Facebook,2023-11-22,Não Convertido,,0.0,Moderado,Cocos (Keeling) Islands
47952,Instagram,2023-11-25,Não Convertido,,0.0,Desconhecido,Denmark
47953,Instagram,2023-11-25,Não Convertido,,0.0,Moderado,Congo
47954,Facebook,2023-11-22,Não Convertido,,0.0,Agressivo,Bahamas
47955,YouTube Ads,2023-11-20,Não Convertido,,0.0,Conservador,Uzbekistan
47956,TikTok,2023-11-22,Não Convertido,,0.0,Moderado,Niue
47957,YouTube Ads,2023-11-24,Não Convertido,,0.0,Moderado,French Guiana
47958,Orgânico,2023-11-21,Não Convertido,,0.0,Agressivo,Dominican Republic
47959,Orgânico,2023-11-21,Não Convertido,,0.0,Moderado,American Samoa
47960,Facebook,2023-11-25,Não Convertido,,0.0,Moderado,Kazakhstan
47961,Facebook,2023-11-21,Não Convertido,,0.0,Moderado,Belarus
47962,Orgânico,2023-11-21,Não Convertido,,0.0,Conservador,Rwanda
47963,Instagram,2023-11-24,Não Convertido,,0.0,Agressivo,Afghanistan
47964,WhatsApp,2023-11-21,Não Convertido,,0.0,Conservador,Burkina Faso
47965,Instagram,2023-11-21,Não Convertido,,0.0,Moderado,Puerto Rico
47966,Orgânico,2023-11-24,Não Convertido,,0.0,Agressivo,Haiti
47967,TikTok,2023-11-20,Não Convertido,,0.0,Moderado,Guinea
47968,TikTok,2023-11-24,Não Convertido,,0.0,Moderado,Bolivia
47969,Orgânico,2023-11-23,Não Convertido,,0.0,Agressivo,Syrian Arab Republic
47970,E-mail Marketing,2023-11-22,Não Convertido,,0.0,Moderado,Saint Lucia
47971,Instagram,2023-11-21,Não Convertido,,0.0,Moderado,Gibraltar
47972,Orgânico,2023-11-20,Não Convertido,,0.0,Moderado,Timor-Leste
47973,Facebook,2023-11-25,Não Convertido,,0.0,Moderado,Macao
47974,YouTube Ads,2023-11-25,Não Convertido,,0.0,Moderado,Anguilla
47975,Google Ads,2023-11-25,Não Convertido,,0.0,Moderado,Moldova
47976,Instagram,2023-11-24,Não Convertido,,0.0,Moderado,Madagascar
47977,Orgânico,2023-11-24,Não Convertido,,0.0,Conservador,Barbados
47978,Orgânico,2023-11-24,Não Convertido,,0.0,Desconhecido,Ukraine
47979,Orgânico,2023-11-21,Não Convertido,,0.0,Conservador,Morocco
47980,E-mail Marketing,2023-11-20,Não Convertido,,0.0,Agressivo,Vietnam
47981,Instagram,2023-11-20,Não Convertido,,0.0,Agressivo,France
47982,TikTok,2023-11-20,Não Convertido,,0.0,Moderado,San Marino
47983,TikTok,2023-11-23,Não Convertido,,0.0,Moderado,British Virgin Islands
47984,Facebook,2023-11-22,Não Convertido,,0.0,Agressivo,Eritrea
47985,Instagram,2023-11-24,Não Convertido,,0.0,Conservador,New Zealand
47986,YouTube Ads,2023-11-24,Não Convertido,,0.0,Moderado,Uruguay
47987,E-mail Marketing,2023-11-22,Não Convertido,,0.0,Agressivo,Zimbabwe
47988,Instagram,2023-11-20,Não Convertido,,0.0,Agressivo,San Marino
47989,Orgânico,2023-11-21,Não Convertido,,0.0,Moderado,Norfolk Island
47990,Facebook,2023-11-22,Não Convertido,,0.0,Moderado,Bahamas
47991,Google Ads,2023-11-24,Não Convertido,,0.0,Agressivo,Burkina Faso
47992,WhatsApp,2023-11-21,Não Convertido,,0.0,Conservador,Afghanistan
47993,Orgânico,2023-11-22,Não Convertido,,0.0,Moderado,Tuvalu
47994,Instagram,2023-11-21,Não Convertido,,0.0,Moderado,Malta
47995,TikTok,2023-11-23,Não Convertido,,0.0,Conservador,South Africa
47996,Instagram,2023-11-23,Não Convertido,,0.0,Moderado,Samoa
47997,TikTok,2023-11-25,Convertido,11.0,1256.27,Conservador,Swaziland
47998,YouTube Ads,2023-11-21,Convertido,6.0,3233.91,Moderado,Nicaragua
47999,Orgânico,2023-11-22,Não Convertido,,0.0,Agressivo,Gibraltar
