lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
25369,Google Ads,2023-08-22,Não Convertido,,0.0,Agressivo,Cambodia
25370,Facebook,2023-08-26,Não Convertido,,0.0,Agressivo,Wallis and Futuna
25371,E-mail Marketing,2023-08-26,Não Convertido,,0.0,Conservador,Antarctica (the territory South of 60 deg S)
25372,Google Ads,2023-08-24,Não Convertido,,0.0,Moderado,Congo
25373,Orgânico,2023-08-21,Não Convertido,,0.0,Moderado,Burkina Faso
25374,Google Ads,2023-08-24,Não Convertido,,0.0,Conservador,United States Minor Outlying Islands
25375,TikTok,2023-08-24,Não Convertido,,0.0,Agressivo,Netherlands Antilles
25376,Google Ads,2023-08-23,Não Convertido,,0.0,Agressivo,Nicaragua
25377,Google Ads,2023-08-24,Não Convertido,,0.0,Desconhecido,Croatia
25378,E-mail Marketing,2023-08-21,Não Convertido,,0.0,Agressivo,Guadeloupe
25379,Instagram,2023-08-22,Não Convertido,,0.0,Moderado,Palestinian Territory
25380,E-mail Marketing,2023-08-21,Não Convertido,,0.0,Moderado,Moldova
25381,Facebook,2023-08-24,Não Convertido,,0.0,Moderado,Zimbabwe
25382,Facebook,2023-08-25,Não Convertido,,0.0,Moderado,Singapore
25383,E-mail Marketing,2023-08-22,Não Convertido,,0.0,Desconhecido,Ukraine
25384,E-mail Marketing,2023-08-26,Não Convertido,,0.0,Conservador,Belarus
25385,TikTok,2023-08-21,Não Convertido,,0.0,Moderado,Algeria
25386,WhatsApp,2023-08-24,Não Convertido,,0.0,Desconhecido,Burundi
25387,E-mail Marketing,2023-08-25,Não Convertido,,0.0,Moderado,Cameroon
25388,Orgânico,2023-08-25,Não Convertido,,0.0,Moderado,Senegal
25389,Instagram,2023-08-24,Não Convertido,,0.0,Agressivo,Equatorial Guinea
25390,Facebook,2023-08-22,Não Convertido,,0.0,Agressivo,Israel
25391,TikTok,2023-08-22,Não Convertido,,0.0,Conservador,Liberia
25392,WhatsApp,2023-08-22,Não Convertido,,0.0,Agressivo,Dominica
25393,YouTube Ads,2023-08-21,Não Convertido,,0.0,Moderado,Algeria
25394,Instagram,2023-08-24,Não Convertido,,0.0,Moderado,Japan
25395,Google Ads,2023-08-22,Não Convertido,,0.0,Moderado,Moldova
25396,YouTube Ads,2023-08-23,Não Convertido,,0.0,Agressivo,Slovenia
25397,YouTube Ads,2023-08-21,Não Convertido,,0.0,Desconhecido,Russian Federation
25398,TikTok,2023-08-23,Não Convertido,,0.0,Agressivo,Liechtenstein
