lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
126677,E-mail Marketing,2024-07-12,Não Convertido,,0.0,Moderado,Myanmar
126678,TikTok,2024-07-11,Não Convertido,,0.0,Conservador,Congo
126679,Instagram,2024-07-10,Não Convertido,,0.0,Conservador,Heard Island and McDonald Islands
126680,YouTube Ads,2024-07-13,Não Convertido,,0.0,Desconhecido,South Africa
126681,YouTube Ads,2024-07-12,Não Convertido,,0.0,Desconhecido,Hong Kong
126682,Instagram,2024-07-11,Não Convertido,,0.0,Moderado,Barbados
126683,TikTok,2024-07-08,Não Convertido,,0.0,Conservador,Romania
126684,Google Ads,2024-07-13,Não Convertido,,0.0,Moderado,South Georgia and the South Sandwich Islands
126685,E-mail Marketing,2024-07-13,Não Convertido,,0.0,Conservador,Guinea
126686,Instagram,2024-07-12,Não Convertido,,0.0,Desconhecido,Bouvet Island (Bouvetoya)
126687,Orgânico,2024-07-12,Não Convertido,,0.0,Agressivo,Bermuda
126688,Indicação,2024-07-11,Convertido,25.0,6286.45,Moderado,Honduras
126689,Indicação,2024-07-12,Não Convertido,,0.0,Moderado,Antigua and Barbuda
126690,E-mail Marketing,2024-07-11,Não Convertido,,0.0,Agressivo,Saint Kitts and Nevis
126691,Orgânico,2024-07-13,Não Convertido,,0.0,Moderado,Ethiopia
126692,Orgânico,2024-07-09,Convertido,29.0,3306.56,Moderado,India
126693,Orgânico,2024-07-09,Não Convertido,,0.0,Moderado,Djibouti
126694,YouTube Ads,2024-07-09,Convertido,30.0,1641.95,Moderado,Timor-Leste
126695,WhatsApp,2024-07-13,Não Convertido,,0.0,Moderado,France
126696,E-mail Marketing,2024-07-12,Não Convertido,,0.0,Moderado,Uzbekistan
126697,Orgânico,2024-07-08,Não Convertido,,0.0,Conservador,Timor-Leste
126698,Orgânico,2024-07-12,Convertido,18.0,4058.19,Agressivo,Congo
126699,Orgânico,2024-07-08,Não Convertido,,0.0,Agressivo,Ghana
126700,WhatsApp,2024-07-13,Não Convertido,,0.0,Agressivo,Bouvet Island (Bouvetoya)
126701,Orgânico,2024-07-12,Não Convertido,,0.0,Agressivo,Slovenia
126702,YouTube Ads,2024-07-12,Não Convertido,,0.0,Moderado,Estonia
126703,YouTube Ads,2024-07-10,Não Convertido,,0.0,Conservador,Mali
126704,YouTube Ads,2024-07-12,Não Convertido,,0.0,Moderado,Guinea-Bissau
126705,TikTok,2024-07-10,Não Convertido,,0.0,Conservador,Grenada
126706,TikTok,2024-07-10,Não Convertido,,0.0,Desconhecido,Lithuania
126707,Instagram,2024-07-09,Convertido,0.0,415.42,Conservador,Tokelau
126708,YouTube Ads,2024-07-10,Não Convertido,,0.0,Conservador,India
126709,Indicação,2024-07-10,Não Convertido,,0.0,Moderado,Indonesia
126710,Orgânico,2024-07-13,Não Convertido,,0.0,Agressivo,Gambia
126711,Indicação,2024-07-12,Não Convertido,,0.0,Moderado,Lao People's Democratic Republic
126712,WhatsApp,2024-07-10,Não Convertido,,0.0,Agressivo,Namibia
126713,Google Ads,2024-07-09,Convertido,29.0,6923.82,Desconhecido,Guam
126714,Google Ads,2024-07-11,Não Convertido,,0.0,Agressivo,Cocos (Keeling) Islands
