lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
20842,Facebook,2023-08-04,Não Convertido,,0.0,Agressivo,Argentina
20843,Facebook,2023-08-04,Não Convertido,,0.0,Agressivo,Latvia
20844,Instagram,2023-07-31,Não Convertido,,0.0,Agressivo,Lebanon
20845,Orgânico,2023-08-04,Não Convertido,,0.0,Moderado,Hong Kong
20846,Indicação,2023-08-02,Não Convertido,,0.0,Moderado,Hong Kong
20847,Instagram,2023-08-01,Não Convertido,,0.0,Desconhecido,Cameroon
20848,Orgânico,2023-07-31,Não Convertido,,0.0,Moderado,Congo
20849,Instagram,2023-08-05,Não Convertido,,0.0,Desconhecido,Maldives
20850,Indicação,2023-08-01,Não Convertido,,0.0,Moderado,Morocco
20851,Instagram,2023-08-01,Não Convertido,,0.0,Moderado,Botswana
20852,Orgânico,2023-07-31,Não Convertido,,0.0,Agressivo,Bosnia and Herzegovina
20853,Orgânico,2023-07-31,Não Convertido,,0.0,Moderado,United Arab Emirates
20854,Orgânico,2023-08-03,Convertido,13.0,9248.11,Moderado,Liberia
20855,Orgânico,2023-08-05,Não Convertido,,0.0,Desconhecido,Turks and Caicos Islands
20856,Instagram,2023-08-03,Não Convertido,,0.0,Conservador,Belgium
20857,YouTube Ads,2023-08-04,Não Convertido,,0.0,Desconhecido,Korea
20858,TikTok,2023-08-04,Não Convertido,,0.0,Desconhecido,Uzbekistan
20859,Orgânico,2023-08-05,Não Convertido,,0.0,Conservador,Cook Islands
20860,YouTube Ads,2023-08-02,Não Convertido,,0.0,Moderado,Palau
20861,Orgânico,2023-07-31,Convertido,14.0,7970.65,Moderado,Papua New Guinea
20862,Facebook,2023-08-02,Não Convertido,,0.0,Moderado,Albania
20863,TikTok,2023-08-03,Não Convertido,,0.0,Moderado,Cocos (Keeling) Islands
20864,Google Ads,2023-08-03,Não Convertido,,0.0,Conservador,Rwanda
20865,WhatsApp,2023-07-31,Não Convertido,,0.0,Moderado,Montenegro
20866,Facebook,2023-08-02,Não Convertido,,0.0,Conservador,United States of America
20867,Instagram,2023-07-31,Não Convertido,,0.0,Agressivo,Cambodia
20868,Instagram,2023-08-02,Não Convertido,,0.0,Desconhecido,Bahamas
20869,TikTok,2023-08-03,Não Convertido,,0.0,Moderado,Wallis and Futuna
20870,E-mail Marketing,2023-08-05,Não Convertido,,0.0,Conservador,Turks and Caicos Islands
20871,Facebook,2023-08-03,Não Convertido,,0.0,Moderado,Bhutan
20872,Google Ads,2023-08-05,Não Convertido,,0.0,Agressivo,Malawi
20873,E-mail Marketing,2023-08-04,Não Convertido,,0.0,Conservador,Marshall Islands
20874,TikTok,2023-07-31,Não Convertido,,0.0,Moderado,Pitcairn Islands
20875,Instagram,2023-08-05,Não Convertido,,0.0,Moderado,Guam
20876,YouTube Ads,2023-08-03,Não Convertido,,0.0,Desconhecido,North Macedonia
20877,WhatsApp,2023-08-02,Não Convertido,,0.0,Agressivo,Malta
20878,E-mail Marketing,2023-08-01,Não Convertido,,0.0,Moderado,Cocos (Keeling) Islands
20879,Google Ads,2023-08-04,Convertido,2.0,185.77,Desconhecido,Kyrgyz Republic
20880,E-mail Marketing,2023-08-01,Não Convertido,,0.0,Agressivo,Niue
20881,Facebook,2023-08-01,Não Convertido,,0.0,Moderado,Bhutan
20882,TikTok,2023-07-31,Não Convertido,,0.0,Moderado,South Georgia and the South Sandwich Islands
20883,Orgânico,2023-08-02,Não Convertido,,0.0,Moderado,Myanmar
20884,YouTube Ads,2023-08-05,Não Convertido,,0.0,Moderado,Turks and Caicos Islands
20885,Indicação,2023-08-05,Não Convertido,,0.0,Agressivo,Botswana
20886,TikTok,2023-08-01,Não Convertido,,0.0,Conservador,Algeria
20887,Orgânico,2023-08-02,Não Convertido,,0.0,Agressivo,Greenland
20888,Facebook,2023-08-01,Não Convertido,,0.0,Conservador,Bhutan
20889,TikTok,2023-08-04,Não Convertido,,0.0,Agressivo,Egypt
20890,YouTube Ads,2023-08-01,Não Convertido,,0.0,Agressivo,Turkmenistan
20891,Instagram,2023-08-02,Não Convertido,,0.0,Moderado,Holy See (Vatican City State)
20892,Orgânico,2023-07-31,Não Convertido,,0.0,Agressivo,Luxembourg
20893,Instagram,2023-08-05,Não Convertido,,0.0,Moderado,Greenland
20894,Indicação,2023-08-01,Não Convertido,,0.0,Conservador,Pitcairn Islands
20895,Instagram,2023-08-01,Não Convertido,,0.0,Desconhecido,Bulgaria
20896,Indicação,2023-08-03,Não Convertido,,0.0,Agressivo,Malaysia
20897,Instagram,2023-08-01,Não Convertido,,0.0,Agressivo,Jersey
20898,Google Ads,2023-07-31,Não Convertido,,0.0,Conservador,Niger
20899,E-mail Marketing,2023-08-02,Não Convertido,,0.0,Desconhecido,Iraq
20900,TikTok,2023-08-04,Não Convertido,,0.0,Agressivo,Vanuatu
20901,TikTok,2023-08-03,Não Convertido,,0.0,Conservador,Liechtenstein
20902,E-mail Marketing,2023-07-31,Não Convertido,,0.0,Moderado,Sweden
20903,Orgânico,2023-07-31,Não Convertido,,0.0,Desconhecido,French Southern Territories
20904,Facebook,2023-08-01,Não Convertido,,0.0,Moderado,Bulgaria
20905,Google Ads,2023-08-05,Não Convertido,,0.0,Moderado,Suriname
20906,YouTube Ads,2023-08-02,Não Convertido,,0.0,Desconhecido,Romania
20907,Google Ads,2023-08-03,Não Convertido,,0.0,Agressivo,Seychelles
20908,Orgânico,2023-08-01,Não Convertido,,0.0,Moderado,Iceland
20909,YouTube Ads,2023-08-02,Não Convertido,,0.0,Agressivo,Brazil
20910,TikTok,2023-08-04,Não Convertido,,0.0,Agressivo,Brunei Darussalam
20911,E-mail Marketing,2023-08-04,Não Convertido,,0.0,Moderado,South Africa
20912,Instagram,2023-08-01,Convertido,23.0,9096.56,Agressivo,Yemen
20913,Instagram,2023-08-02,Não Convertido,,0.0,Moderado,Guernsey
20914,WhatsApp,2023-08-04,Não Convertido,,0.0,Desconhecido,San Marino
20915,Instagram,2023-08-02,Não Convertido,,0.0,Moderado,Iceland
20916,YouTube Ads,2023-07-31,Não Convertido,,0.0,Moderado,French Guiana
20917,Facebook,2023-08-05,Não Convertido,,0.0,Conservador,Fiji
20918,Instagram,2023-08-02,Não Convertido,,0.0,Desconhecido,Suriname
20919,Facebook,2023-07-31,Não Convertido,,0.0,Agressivo,Saint Pierre and Miquelon
20920,E-mail Marketing,2023-08-02,Convertido,29.0,4795.06,Agressivo,Bulgaria
20921,WhatsApp,2023-07-31,Não Convertido,,0.0,Agressivo,Saint Helena
20922,Instagram,2023-08-03,Não Convertido,,0.0,Moderado,Cameroon
20923,Google Ads,2023-07-31,Não Convertido,,0.0,Agressivo,Bhutan
20924,WhatsApp,2023-08-02,Não Convertido,,0.0,Moderado,Paraguay
20925,TikTok,2023-07-31,Não Convertido,,0.0,Moderado,Iraq
20926,WhatsApp,2023-08-02,Não Convertido,,0.0,Moderado,Fiji
20927,E-mail Marketing,2023-08-02,Não Convertido,,0.0,Moderado,Bolivia
20928,Instagram,2023-08-02,Não Convertido,,0.0,Desconhecido,Jersey
20929,TikTok,2023-08-04,Não Convertido,,0.0,Moderado,Samoa
20930,Instagram,2023-08-05,Não Convertido,,0.0,Moderado,Aruba
20931,YouTube Ads,2023-08-04,Não Convertido,,0.0,Moderado,Uganda
20932,Indicação,2023-08-02,Não Convertido,,0.0,Moderado,Jersey
20933,E-mail Marketing,2023-08-03,Não Convertido,,0.0,Agressivo,Falkland Islands (Malvinas)
20934,E-mail Marketing,2023-08-03,Não Convertido,,0.0,Agressivo,Belize
20935,WhatsApp,2023-08-03,Não Convertido,,0.0,Conservador,Peru
20936,Google Ads,2023-07-31,Não Convertido,,0.0,Desconhecido,Botswana
20937,Orgânico,2023-08-04,Não Convertido,,0.0,Moderado,Burundi
20938,Instagram,2023-08-04,Não Convertido,,0.0,Conservador,Martinique
20939,Instagram,2023-07-31,Não Convertido,,0.0,Moderado,Cape Verde
20940,Instagram,2023-08-01,Não Convertido,,0.0,Moderado,Puerto Rico
20941,YouTube Ads,2023-08-03,Não Convertido,,0.0,Conservador,Grenada
20942,Google Ads,2023-08-04,Não Convertido,,0.0,Agressivo,Luxembourg
20943,Facebook,2023-07-31,Convertido,17.0,8714.27,Desconhecido,Russian Federation
20944,WhatsApp,2023-08-01,Não Convertido,,0.0,Conservador,Angola
20945,TikTok,2023-08-01,Não Convertido,,0.0,Agressivo,Maldives
20946,Orgânico,2023-07-31,Não Convertido,,0.0,Conservador,Lebanon
20947,WhatsApp,2023-08-05,Não Convertido,,0.0,Moderado,Moldova
20948,Facebook,2023-08-01,Não Convertido,,0.0,Desconhecido,Uganda
20949,E-mail Marketing,2023-08-03,Não Convertido,,0.0,Agressivo,Slovenia
20950,TikTok,2023-07-31,Não Convertido,,0.0,Moderado,Paraguay
20951,Facebook,2023-08-01,Não Convertido,,0.0,Moderado,Sierra Leone
20952,E-mail Marketing,2023-08-05,Convertido,29.0,1682.21,Conservador,Nigeria
20953,E-mail Marketing,2023-07-31,Não Convertido,,0.0,Desconhecido,Korea
20954,TikTok,2023-08-03,Não Convertido,,0.0,Agressivo,Rwanda
20955,Facebook,2023-08-02,Não Convertido,,0.0,Agressivo,Switzerland
20956,TikTok,2023-08-04,Não Convertido,,0.0,Desconhecido,Guernsey
20957,Instagram,2023-08-01,Não Convertido,,0.0,Agressivo,Anguilla
