lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
255535,TikTok,2025-04-02,Não Convertido,,0.0,Moderado,Saint Kitts and Nevis
255536,E-mail Marketing,2025-04-01,Não Convertido,,0.0,Moderado,Saint Pierre and Miquelon
255537,TikTok,2025-03-31,Não Convertido,,0.0,Agressivo,Cayman Islands
255538,WhatsApp,2025-04-03,Não Convertido,,0.0,Desconhecido,Suriname
255539,TikTok,2025-04-04,Não Convertido,,0.0,Moderado,United States Minor Outlying Islands
255540,Instagram,2025-04-01,Não Convertido,,0.0,Conservador,Hong Kong
255541,TikTok,2025-04-05,Não Convertido,,0.0,Desconhecido,Chile
255542,Google Ads,2025-04-05,Não Convertido,,0.0,Agressivo,Isle of Man
255543,WhatsApp,2025-04-04,Não Convertido,,0.0,Agressivo,Grenada
255544,E-mail Marketing,2025-04-03,Não Convertido,,0.0,Conservador,Micronesia
255545,WhatsApp,2025-04-03,Não Convertido,,0.0,Moderado,Montserrat
255546,Indicação,2025-04-03,Não Convertido,,0.0,Moderado,Lao People's Democratic Republic
255547,TikTok,2025-04-05,Não Convertido,,0.0,Moderado,Equatorial Guinea
255548,YouTube Ads,2025-04-05,Não Convertido,,0.0,Moderado,British Indian Ocean Territory (Chagos Archipelago)
255549,TikTok,2025-04-01,Não Convertido,,0.0,Moderado,Egypt
255550,Instagram,2025-03-31,Não Convertido,,0.0,Conservador,Angola
255551,E-mail Marketing,2025-04-03,Não Convertido,,0.0,Conservador,Ireland
255552,Orgânico,2025-04-05,Não Convertido,,0.0,Moderado,Syrian Arab Republic
255553,Instagram,2025-03-31,Não Convertido,,0.0,Moderado,Spain
255554,TikTok,2025-04-05,Não Convertido,,0.0,Agressivo,Singapore
255555,Orgânico,2025-04-01,Não Convertido,,0.0,Moderado,Grenada
255556,WhatsApp,2025-03-31,Não Convertido,,0.0,Conservador,Tajikistan
255557,Indicação,2025-04-03,Não Convertido,,0.0,Agressivo,Sudan
255558,E-mail Marketing,2025-04-04,Não Convertido,,0.0,Conservador,Guinea
255559,E-mail Marketing,2025-04-04,Não Convertido,,0.0,Moderado,United Kingdom
255560,Google Ads,2025-04-01,Não Convertido,,0.0,Moderado,Egypt
255561,E-mail Marketing,2025-04-03,Não Convertido,,0.0,Moderado,United States of America
255562,WhatsApp,2025-04-01,Não Convertido,,0.0,Agressivo,Bermuda
255563,Orgânico,2025-03-31,Não Convertido,,0.0,Conservador,Grenada
255564,TikTok,2025-04-05,Não Convertido,,0.0,Moderado,Syrian Arab Republic
255565,Facebook,2025-04-02,Não Convertido,,0.0,Agressivo,Turkey
255566,E-mail Marketing,2025-04-02,Não Convertido,,0.0,Agressivo,Botswana
255567,Google Ads,2025-04-01,Não Convertido,,0.0,Moderado,Belgium
255568,Indicação,2025-03-31,Não Convertido,,0.0,Agressivo,Mayotte
255569,TikTok,2025-04-04,Não Convertido,,0.0,Moderado,Kazakhstan
255570,Orgânico,2025-04-02,Não Convertido,,0.0,Agressivo,Belarus
255571,Orgânico,2025-03-31,Não Convertido,,0.0,Moderado,Uruguay
255572,Google Ads,2025-04-01,Não Convertido,,0.0,Agressivo,Zimbabwe
255573,TikTok,2025-04-05,Convertido,15.0,4764.23,Moderado,Yemen
255574,TikTok,2025-03-31,Não Convertido,,0.0,Conservador,British Virgin Islands
255575,Instagram,2025-04-01,Não Convertido,,0.0,Moderado,United States of America
255576,Instagram,2025-04-04,Não Convertido,,0.0,Agressivo,Myanmar
255577,Indicação,2025-04-01,Não Convertido,,0.0,Moderado,Thailand
255578,Orgânico,2025-04-05,Não Convertido,,0.0,Moderado,Czech Republic
255579,YouTube Ads,2025-04-01,Não Convertido,,0.0,Moderado,Moldova
255580,Instagram,2025-04-01,Não Convertido,,0.0,Moderado,French Polynesia
255581,YouTube Ads,2025-04-02,Não Convertido,,0.0,Agressivo,Cameroon
255582,Instagram,2025-04-04,Não Convertido,,0.0,Conservador,Hong Kong
255583,Google Ads,2025-03-31,Não Convertido,,0.0,Moderado,Tajikistan
255584,Orgânico,2025-03-31,Não Convertido,,0.0,Moderado,Saint Pierre and Miquelon
255585,WhatsApp,2025-04-05,Não Convertido,,0.0,Conservador,Botswana
255586,Orgânico,2025-04-03,Não Convertido,,0.0,Agressivo,Mauritania
255587,TikTok,2025-04-02,Não Convertido,,0.0,Moderado,Finland
255588,Google Ads,2025-04-03,Não Convertido,,0.0,Conservador,Chad
255589,E-mail Marketing,2025-03-31,Não Convertido,,0.0,Agressivo,Sri Lanka
255590,Orgânico,2025-04-02,Convertido,28.0,3528.41,Conservador,Zimbabwe
255591,YouTube Ads,2025-03-31,Não Convertido,,0.0,Moderado,Jersey
255592,Indicação,2025-04-03,Não Convertido,,0.0,Moderado,Madagascar
255593,Instagram,2025-04-04,Não Convertido,,0.0,Agressivo,Bahrain
255594,YouTube Ads,2025-03-31,Não Convertido,,0.0,Moderado,Cuba
255595,TikTok,2025-04-01,Não Convertido,,0.0,Moderado,Nigeria
255596,Orgânico,2025-03-31,Não Convertido,,0.0,Agressivo,Tokelau
255597,Instagram,2025-04-01,Não Convertido,,0.0,Conservador,Western Sahara
255598,WhatsApp,2025-04-01,Não Convertido,,0.0,Agressivo,Aruba
255599,Instagram,2025-04-01,Não Convertido,,0.0,Agressivo,France
255600,E-mail Marketing,2025-04-01,Convertido,21.0,7029.66,Agressivo,Qatar
255601,TikTok,2025-03-31,Não Convertido,,0.0,Desconhecido,Guyana
255602,YouTube Ads,2025-04-05,Não Convertido,,0.0,Conservador,Gibraltar
255603,TikTok,2025-03-31,Não Convertido,,0.0,Moderado,Greece
255604,Instagram,2025-04-02,Não Convertido,,0.0,Agressivo,Cameroon
255605,WhatsApp,2025-03-31,Não Convertido,,0.0,Agressivo,Dominican Republic
255606,Orgânico,2025-04-02,Não Convertido,,0.0,Agressivo,Sri Lanka
255607,Google Ads,2025-03-31,Não Convertido,,0.0,Agressivo,Western Sahara
255608,Facebook,2025-03-31,Não Convertido,,0.0,Conservador,Liechtenstein
255609,TikTok,2025-04-05,Não Convertido,,0.0,Moderado,Switzerland
255610,Instagram,2025-04-05,Não Convertido,,0.0,Moderado,Guinea-Bissau
255611,Orgânico,2025-04-04,Não Convertido,,0.0,Moderado,Jamaica
255612,WhatsApp,2025-04-02,Não Convertido,,0.0,Moderado,Colombia
255613,Orgânico,2025-04-05,Não Convertido,,0.0,Desconhecido,Bolivia
255614,TikTok,2025-04-04,Não Convertido,,0.0,Conservador,Lao People's Democratic Republic
255615,Orgânico,2025-04-02,Não Convertido,,0.0,Moderado,French Polynesia
255616,WhatsApp,2025-04-03,Convertido,26.0,4232.11,Agressivo,Taiwan
255617,TikTok,2025-04-04,Não Convertido,,0.0,Conservador,Poland
255618,Instagram,2025-04-02,Não Convertido,,0.0,Conservador,Moldova
255619,Instagram,2025-04-03,Não Convertido,,0.0,Desconhecido,Norway
255620,Orgânico,2025-04-03,Não Convertido,,0.0,Conservador,Korea
255621,Facebook,2025-04-05,Não Convertido,,0.0,Conservador,Algeria
255622,Orgânico,2025-04-02,Não Convertido,,0.0,Agressivo,Yemen
255623,Facebook,2025-04-02,Não Convertido,,0.0,Conservador,Moldova
255624,Instagram,2025-04-04,Não Convertido,,0.0,Conservador,Svalbard & Jan Mayen Islands
