lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
169396,Instagram,2024-10-14,Não Convertido,,0.0,Desconhecido,Hong Kong
169397,TikTok,2024-10-18,Não Convertido,,0.0,Agressivo,Martinique
169398,Facebook,2024-10-14,Não Convertido,,0.0,Agressivo,Belize
169399,E-mail Marketing,2024-10-17,Não Convertido,,0.0,Conservador,Bangladesh
169400,Instagram,2024-10-17,Não Convertido,,0.0,Conservador,San Marino
169401,E-mail Marketing,2024-10-17,Não Convertido,,0.0,Moderado,Mali
169402,Orgânico,2024-10-15,Não Convertido,,0.0,Moderado,Rwanda
169403,E-mail Marketing,2024-10-15,Não Convertido,,0.0,Moderado,Brunei Darussalam
169404,TikTok,2024-10-18,Não Convertido,,0.0,Desconhecido,Guinea
169405,Instagram,2024-10-16,Não Convertido,,0.0,Desconhecido,Madagascar
169406,TikTok,2024-10-19,Não Convertido,,0.0,Agressivo,Christmas Island
169407,YouTube Ads,2024-10-16,Não Convertido,,0.0,Agressivo,Sao Tome and Principe
169408,E-mail Marketing,2024-10-18,Não Convertido,,0.0,Agressivo,Saint Barthelemy
169409,TikTok,2024-10-17,Não Convertido,,0.0,Conservador,Suriname
169410,Indicação,2024-10-14,Não Convertido,,0.0,Agressivo,Mali
169411,TikTok,2024-10-16,Convertido,14.0,8836.08,Desconhecido,Myanmar
169412,TikTok,2024-10-15,Não Convertido,,0.0,Moderado,Madagascar
169413,Google Ads,2024-10-18,Não Convertido,,0.0,Moderado,Macao
169414,TikTok,2024-10-18,Não Convertido,,0.0,Desconhecido,Algeria
169415,Facebook,2024-10-15,Não Convertido,,0.0,Moderado,Benin
169416,Instagram,2024-10-18,Não Convertido,,0.0,Conservador,Libyan Arab Jamahiriya
169417,TikTok,2024-10-18,Não Convertido,,0.0,Agressivo,Nicaragua
169418,E-mail Marketing,2024-10-15,Não Convertido,,0.0,Moderado,Solomon Islands
169419,WhatsApp,2024-10-18,Não Convertido,,0.0,Moderado,Tajikistan
169420,Instagram,2024-10-16,Não Convertido,,0.0,Moderado,Montserrat
169421,E-mail Marketing,2024-10-19,Não Convertido,,0.0,Agressivo,Barbados
169422,YouTube Ads,2024-10-14,Não Convertido,,0.0,Moderado,Slovakia (Slovak Republic)
169423,Facebook,2024-10-19,Não Convertido,,0.0,Moderado,Brunei Darussalam
169424,YouTube Ads,2024-10-19,Não Convertido,,0.0,Agressivo,South Georgia and the South Sandwich Islands
169425,Instagram,2024-10-15,Não Convertido,,0.0,Conservador,Uzbekistan
169426,E-mail Marketing,2024-10-16,Não Convertido,,0.0,Agressivo,Oman
169427,Google Ads,2024-10-16,Não Convertido,,0.0,Agressivo,Rwanda
169428,YouTube Ads,2024-10-15,Não Convertido,,0.0,Moderado,Guatemala
169429,E-mail Marketing,2024-10-17,Não Convertido,,0.0,Agressivo,Turkey
169430,YouTube Ads,2024-10-18,Não Convertido,,0.0,Conservador,South Georgia and the South Sandwich Islands
169431,Facebook,2024-10-14,Não Convertido,,0.0,Agressivo,Ghana
169432,Google Ads,2024-10-17,Não Convertido,,0.0,Moderado,South Georgia and the South Sandwich Islands
169433,Google Ads,2024-10-17,Não Convertido,,0.0,Conservador,Pitcairn Islands
169434,E-mail Marketing,2024-10-15,Não Convertido,,0.0,Moderado,North Macedonia
169435,YouTube Ads,2024-10-19,Não Convertido,,0.0,Conservador,Czech Republic
169436,Google Ads,2024-10-17,Não Convertido,,0.0,Desconhecido,Netherlands Antilles
169437,Orgânico,2024-10-16,Não Convertido,,0.0,Agressivo,Argentina
169438,E-mail Marketing,2024-10-17,Não Convertido,,0.0,Conservador,Lao People's Democratic Republic
169439,TikTok,2024-10-15,Não Convertido,,0.0,Agressivo,Taiwan
169440,Facebook,2024-10-16,Não Convertido,,0.0,Moderado,Germany
169441,Facebook,2024-10-14,Não Convertido,,0.0,Desconhecido,Gabon
169442,Google Ads,2024-10-17,Não Convertido,,0.0,Conservador,Guam
169443,Instagram,2024-10-14,Não Convertido,,0.0,Moderado,British Indian Ocean Territory (Chagos Archipelago)
169444,Instagram,2024-10-19,Não Convertido,,0.0,Moderado,Moldova
169445,YouTube Ads,2024-10-16,Não Convertido,,0.0,Moderado,Cape Verde
169446,Indicação,2024-10-17,Não Convertido,,0.0,Agressivo,Cuba
169447,TikTok,2024-10-16,Não Convertido,,0.0,Conservador,China
169448,Facebook,2024-10-14,Não Convertido,,0.0,Agressivo,Malta
169449,Orgânico,2024-10-15,Não Convertido,,0.0,Conservador,Guernsey
169450,Instagram,2024-10-19,Não Convertido,,0.0,Conservador,Guatemala
169451,Google Ads,2024-10-17,Não Convertido,,0.0,Agressivo,Botswana
169452,Orgânico,2024-10-15,Não Convertido,,0.0,Moderado,Tanzania
169453,Orgânico,2024-10-15,Não Convertido,,0.0,Moderado,Madagascar
169454,Instagram,2024-10-19,Não Convertido,,0.0,Moderado,Sri Lanka
169455,Facebook,2024-10-15,Não Convertido,,0.0,Agressivo,Afghanistan
169456,Instagram,2024-10-18,Não Convertido,,0.0,Agressivo,Macao
169457,Google Ads,2024-10-19,Não Convertido,,0.0,Agressivo,Wallis and Futuna
169458,Instagram,2024-10-17,Não Convertido,,0.0,Desconhecido,Western Sahara
169459,TikTok,2024-10-15,Não Convertido,,0.0,Moderado,Jamaica
169460,Facebook,2024-10-17,Não Convertido,,0.0,Agressivo,French Southern Territories
169461,Orgânico,2024-10-15,Não Convertido,,0.0,Agressivo,Somalia
169462,YouTube Ads,2024-10-18,Não Convertido,,0.0,Desconhecido,Heard Island and McDonald Islands
169463,Indicação,2024-10-14,Não Convertido,,0.0,Moderado,Guernsey
169464,Facebook,2024-10-15,Não Convertido,,0.0,Agressivo,Eritrea
169465,Orgânico,2024-10-19,Não Convertido,,0.0,Agressivo,Bangladesh
169466,Instagram,2024-10-18,Não Convertido,,0.0,Moderado,Ghana
169467,Google Ads,2024-10-18,Não Convertido,,0.0,Conservador,Uruguay
169468,WhatsApp,2024-10-19,Não Convertido,,0.0,Agressivo,Hungary
169469,TikTok,2024-10-16,Não Convertido,,0.0,Desconhecido,Burundi
169470,Orgânico,2024-10-18,Não Convertido,,0.0,Moderado,Seychelles
169471,WhatsApp,2024-10-19,Não Convertido,,0.0,Agressivo,Saint Pierre and Miquelon
169472,Orgânico,2024-10-14,Não Convertido,,0.0,Agressivo,Anguilla
169473,YouTube Ads,2024-10-19,Não Convertido,,0.0,Moderado,Lesotho
169474,E-mail Marketing,2024-10-18,Não Convertido,,0.0,Moderado,United States of America
169475,WhatsApp,2024-10-19,Não Convertido,,0.0,Moderado,Saint Lucia
169476,Google Ads,2024-10-14,Não Convertido,,0.0,Moderado,Japan
169477,Orgânico,2024-10-17,Não Convertido,,0.0,Agressivo,Cameroon
169478,Orgânico,2024-10-17,Não Convertido,,0.0,Moderado,Anguilla
169479,TikTok,2024-10-16,Não Convertido,,0.0,Moderado,Indonesia
169480,Facebook,2024-10-18,Não Convertido,,0.0,Conservador,French Southern Territories
169481,Google Ads,2024-10-18,Não Convertido,,0.0,Desconhecido,French Guiana
169482,YouTube Ads,2024-10-18,Não Convertido,,0.0,Agressivo,Singapore
169483,Instagram,2024-10-14,Não Convertido,,0.0,Conservador,Finland
169484,Indicação,2024-10-16,Não Convertido,,0.0,Agressivo,Yemen
169485,Indicação,2024-10-19,Não Convertido,,0.0,Agressivo,Liberia
169486,Google Ads,2024-10-17,Não Convertido,,0.0,Agressivo,Cambodia
169487,WhatsApp,2024-10-18,Não Convertido,,0.0,Conservador,Yemen
169488,E-mail Marketing,2024-10-17,Não Convertido,,0.0,Moderado,Cuba
169489,Orgânico,2024-10-15,Não Convertido,,0.0,Moderado,Korea
169490,Google Ads,2024-10-18,Não Convertido,,0.0,Agressivo,Burundi
169491,Indicação,2024-10-19,Não Convertido,,0.0,Agressivo,Tunisia
169492,Orgânico,2024-10-17,Não Convertido,,0.0,Moderado,Italy
169493,Facebook,2024-10-15,Não Convertido,,0.0,Moderado,Isle of Man
169494,TikTok,2024-10-14,Não Convertido,,0.0,Conservador,Norway
169495,YouTube Ads,2024-10-17,Não Convertido,,0.0,Conservador,Denmark
169496,TikTok,2024-10-18,Não Convertido,,0.0,Agressivo,Kyrgyz Republic
169497,TikTok,2024-10-15,Não Convertido,,0.0,Desconhecido,Palau
169498,WhatsApp,2024-10-17,Não Convertido,,0.0,Agressivo,Lithuania
169499,WhatsApp,2024-10-19,Não Convertido,,0.0,Moderado,Argentina
169500,Facebook,2024-10-16,Não Convertido,,0.0,Moderado,Mongolia
169501,E-mail Marketing,2024-10-19,Não Convertido,,0.0,Conservador,United States Minor Outlying Islands
169502,E-mail Marketing,2024-10-17,Não Convertido,,0.0,Desconhecido,Kazakhstan
169503,Facebook,2024-10-17,Convertido,11.0,8504.9,Agressivo,Slovenia
169504,Indicação,2024-10-15,Não Convertido,,0.0,Agressivo,Saint Lucia
169505,Orgânico,2024-10-19,Não Convertido,,0.0,Moderado,Micronesia
169506,Instagram,2024-10-18,Convertido,0.0,2497.0,Desconhecido,Cape Verde
169507,E-mail Marketing,2024-10-14,Não Convertido,,0.0,Desconhecido,Angola
169508,Google Ads,2024-10-15,Convertido,23.0,755.33,Moderado,Sierra Leone
169509,Facebook,2024-10-18,Não Convertido,,0.0,Moderado,South Georgia and the South Sandwich Islands
169510,Orgânico,2024-10-19,Não Convertido,,0.0,Agressivo,Bolivia
169511,TikTok,2024-10-17,Não Convertido,,0.0,Agressivo,Iraq
169512,Instagram,2024-10-16,Não Convertido,,0.0,Agressivo,Cayman Islands
169513,WhatsApp,2024-10-17,Não Convertido,,0.0,Moderado,Niue
169514,Instagram,2024-10-14,Não Convertido,,0.0,Agressivo,French Guiana
