lead_id,origem,data_cadastro,status_conversao,dias_ate_1o_trade,valor_deposito,perfil,pais
6423,TikTok,2023-05-20,Convertido,16.0,3281.65,Moderado,Aruba
6424,E-mail Marketing,2023-05-18,Não Convertido,,0.0,Moderado,Grenada
6425,TikTok,2023-05-18,Não Convertido,,0.0,Conservador,Sao Tome and Principe
6426,Google Ads,2023-05-16,Não Convertido,,0.0,Desconhecido,Turkey
6427,Instagram,2023-05-19,Não Convertido,,0.0,Conservador,Marshall Islands
6428,WhatsApp,2023-05-17,Não Convertido,,0.0,Moderado,Switzerland
6429,YouTube Ads,2023-05-20,Não Convertido,,0.0,Moderado,Samoa
6430,Facebook,2023-05-16,Não Convertido,,0.0,Agressivo,United States of America
6431,YouTube Ads,2023-05-18,Não Convertido,,0.0,Agressivo,Tokelau
6432,Instagram,2023-05-20,Não Convertido,,0.0,Agressivo,Guinea
6433,TikTok,2023-05-18,Não Convertido,,0.0,Conservador,Bhutan
6434,Google Ads,2023-05-17,Não Convertido,,0.0,Moderado,British Indian Ocean Territory (Chagos Archipelago)
6435,TikTok,2023-05-15,Não Convertido,,0.0,Agressivo,Georgia
6436,Indicação,2023-05-18,Não Convertido,,0.0,Agressivo,Guernsey
6437,TikTok,2023-05-19,Não Convertido,,0.0,Agressivo,Argentina
6438,TikTok,2023-05-16,Não Convertido,,0.0,Conservador,Burkina Faso
6439,E-mail Marketing,2023-05-19,Não Convertido,,0.0,Moderado,Paraguay
6440,Google Ads,2023-05-20,Não Convertido,,0.0,Agressivo,Iraq
6441,Facebook,2023-05-18,Não Convertido,,0.0,Agressivo,Bosnia and Herzegovina
6442,E-mail Marketing,2023-05-20,Não Convertido,,0.0,Conservador,Brunei Darussalam
6443,TikTok,2023-05-18,Não Convertido,,0.0,Moderado,Northern Mariana Islands
6444,Google Ads,2023-05-15,Não Convertido,,0.0,Agressivo,Rwanda
6445,Indicação,2023-05-18,Não Convertido,,0.0,Agressivo,Czech Republic
6446,Orgânico,2023-05-15,Não Convertido,,0.0,Moderado,Timor-Leste
6447,Indicação,2023-05-17,Não Convertido,,0.0,Agressivo,Central African Republic
6448,Google Ads,2023-05-20,Não Convertido,,0.0,Moderado,Equatorial Guinea
6449,TikTok,2023-05-17,Não Convertido,,0.0,Conservador,Niue
6450,Facebook,2023-05-15,Não Convertido,,0.0,Conservador,Cocos (Keeling) Islands
6451,TikTok,2023-05-18,Não Convertido,,0.0,Moderado,Marshall Islands
6452,Facebook,2023-05-20,Não Convertido,,0.0,Agressivo,Guatemala
6453,TikTok,2023-05-18,Não Convertido,,0.0,Moderado,Vanuatu
6454,E-mail Marketing,2023-05-15,Não Convertido,,0.0,Moderado,Austria
6455,TikTok,2023-05-20,Não Convertido,,0.0,Moderado,Marshall Islands
6456,Orgânico,2023-05-19,Não Convertido,,0.0,Desconhecido,Fiji
6457,TikTok,2023-05-20,Não Convertido,,0.0,Agressivo,Reunion
6458,Orgânico,2023-05-18,Convertido,28.0,5095.66,Moderado,Turkmenistan
6459,Orgânico,2023-05-15,Não Convertido,,0.0,Agressivo,Lithuania
6460,Instagram,2023-05-15,Não Convertido,,0.0,Moderado,Antigua and Barbuda
6461,Orgânico,2023-05-17,Não Convertido,,0.0,Moderado,Cote d'Ivoire
6462,WhatsApp,2023-05-19,Não Convertido,,0.0,Agressivo,Martinique
6463,YouTube Ads,2023-05-18,Não Convertido,,0.0,Moderado,Israel
6464,YouTube Ads,2023-05-15,Não Convertido,,0.0,Agressivo,Saint Lucia
6465,Facebook,2023-05-15,Não Convertido,,0.0,Moderado,Micronesia
6466,TikTok,2023-05-19,Não Convertido,,0.0,Agressivo,Kazakhstan
6467,Indicação,2023-05-19,Não Convertido,,0.0,Moderado,Cocos (Keeling) Islands
6468,Google Ads,2023-05-17,Não Convertido,,0.0,Moderado,Bolivia
6469,Facebook,2023-05-20,Não Convertido,,0.0,Desconhecido,Madagascar
6470,Facebook,2023-05-20,Não Convertido,,0.0,Agressivo,Turkmenistan
6471,TikTok,2023-05-15,Não Convertido,,0.0,Conservador,Gabon
6472,WhatsApp,2023-05-16,Convertido,17.0,6465.86,Moderado,Tunisia
6473,E-mail Marketing,2023-05-17,Não Convertido,,0.0,Agressivo,Timor-Leste
6474,E-mail Marketing,2023-05-15,Não Convertido,,0.0,Agressivo,El Salvador
6475,Orgânico,2023-05-16,Não Convertido,,0.0,Moderado,Nepal
6476,Facebook,2023-05-16,Não Convertido,,0.0,Moderado,Martinique
6477,E-mail Marketing,2023-05-15,Não Convertido,,0.0,Conservador,Iran
6478,WhatsApp,2023-05-15,Não Convertido,,0.0,Moderado,Greece
6479,Orgânico,2023-05-20,Não Convertido,,0.0,Moderado,Greece
6480,Orgânico,2023-05-15,Não Convertido,,0.0,Moderado,Chad
6481,Orgânico,2023-05-20,Não Convertido,,0.0,Agressivo,Indonesia
6482,Instagram,2023-05-17,Não Convertido,,0.0,Agressivo,Uzbekistan
6483,Google Ads,2023-05-15,Não Convertido,,0.0,Moderado,Guatemala
6484,Google Ads,2023-05-19,Não Convertido,,0.0,Moderado,Western Sahara
6485,Orgânico,2023-05-18,Convertido,1.0,5389.2,Agressivo,French Polynesia
6486,Facebook,2023-05-19,Não Convertido,,0.0,Desconhecido,Bulgaria
6487,YouTube Ads,2023-05-18,Não Convertido,,0.0,Moderado,Falkland Islands (Malvinas)
6488,WhatsApp,2023-05-20,Não Convertido,,0.0,Conservador,Iceland
6489,E-mail Marketing,2023-05-17,Não Convertido,,0.0,Moderado,Saint Lucia
6490,TikTok,2023-05-16,Não Convertido,,0.0,Agressivo,Guyana
6491,TikTok,2023-05-18,Não Convertido,,0.0,Moderado,Antarctica (the territory South of 60 deg S)
6492,Orgânico,2023-05-19,Não Convertido,,0.0,Desconhecido,Tokelau
6493,Indicação,2023-05-18,Não Convertido,,0.0,Conservador,Estonia
6494,Indicação,2023-05-19,Não Convertido,,0.0,Conservador,Afghanistan
6495,Google Ads,2023-05-20,Não Convertido,,0.0,Moderado,Benin
6496,Google Ads,2023-05-16,Não Convertido,,0.0,Moderado,Uruguay
6497,WhatsApp,2023-05-16,Não Convertido,,0.0,Moderado,Puerto Rico
6498,TikTok,2023-05-17,Não Convertido,,0.0,Moderado,British Virgin Islands
6499,YouTube Ads,2023-05-19,Não Convertido,,0.0,Conservador,British Virgin Islands
6500,YouTube Ads,2023-05-18,Não Convertido,,0.0,Moderado,Palau
6501,E-mail Marketing,2023-05-16,Não Convertido,,0.0,Agressivo,South Africa
6502,YouTube Ads,2023-05-20,Não Convertido,,0.0,Moderado,Syrian Arab Republic
6503,Indicação,2023-05-20,Não Convertido,,0.0,Desconhecido,Oman
6504,Facebook,2023-05-15,Não Convertido,,0.0,Agressivo,Georgia
6505,YouTube Ads,2023-05-17,Não Convertido,,0.0,Agressivo,Martinique
6506,TikTok,2023-05-16,Não Convertido,,0.0,Conservador,Sweden
6507,E-mail Marketing,2023-05-18,Não Convertido,,0.0,Moderado,Bahrain
6508,TikTok,2023-05-15,Não Convertido,,0.0,Conservador,Rwanda
6509,YouTube Ads,2023-05-19,Não Convertido,,0.0,Desconhecido,India
6510,Google Ads,2023-05-17,Não Convertido,,0.0,Moderado,Uruguay
6511,TikTok,2023-05-15,Não Convertido,,0.0,Agressivo,Aruba
6512,WhatsApp,2023-05-15,Não Convertido,,0.0,Conservador,Monaco
6513,Orgânico,2023-05-16,Não Convertido,,0.0,Conservador,India
6514,TikTok,2023-05-19,Não Convertido,,0.0,Moderado,Luxembourg
6515,Indicação,2023-05-19,Não Convertido,,0.0,Agressivo,Pakistan
6516,Google Ads,2023-05-15,Não Convertido,,0.0,Moderado,Nicaragua
6517,E-mail Marketing,2023-05-20,Não Convertido,,0.0,Moderado,Azerbaijan
6518,E-mail Marketing,2023-05-17,Não Convertido,,0.0,Conservador,American Samoa
6519,Orgânico,2023-05-17,Não Convertido,,0.0,Moderado,Colombia
6520,Facebook,2023-05-19,Não Convertido,,0.0,Agressivo,Lebanon
6521,Facebook,2023-05-17,Não Convertido,,0.0,Moderado,Central African Republic
6522,WhatsApp,2023-05-19,Não Convertido,,0.0,Conservador,France
6523,Instagram,2023-05-19,Não Convertido,,0.0,Agressivo,Egypt
6524,Facebook,2023-05-17,Não Convertido,,0.0,Moderado,Bouvet Island (Bouvetoya)
6525,Instagram,2023-05-20,Não Convertido,,0.0,Agressivo,United States of America
6526,YouTube Ads,2023-05-15,Não Convertido,,0.0,Conservador,Haiti
6527,Facebook,2023-05-15,Não Convertido,,0.0,Conservador,Saint Pierre and Miquelon
6528,WhatsApp,2023-05-17,Não Convertido,,0.0,Moderado,Israel
6529,Facebook,2023-05-15,Não Convertido,,0.0,Moderado,France
6530,Instagram,2023-05-19,Convertido,0.0,2239.64,Moderado,Kiribati
6531,YouTube Ads,2023-05-15,Não Convertido,,0.0,Desconhecido,Oman
6532,E-mail Marketing,2023-05-19,Não Convertido,,0.0,Moderado,Iraq
6533,WhatsApp,2023-05-20,Não Convertido,,0.0,Moderado,Kazakhstan
6534,Facebook,2023-05-15,Não Convertido,,0.0,Moderado,Dominica
6535,YouTube Ads,2023-05-15,Não Convertido,,0.0,Desconhecido,Niue
6536,WhatsApp,2023-05-16,Não Convertido,,0.0,Moderado,Lithuania
